PROPERTY TYPE	PROPERTY VALUE	ONTOLOGY TERM LABEL(S)	ONTOLOGY TERM SYNONYM(S)	CONFIDENCE	ONTOLOGY TERM(S)	ONTOLOGY(S)	SOURCE(S)	STUDY
[NO TYPE]	allergy/hypersensitivity/anaphylaxis	drug allergy		Medium	EFO_0009482	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	giant cell/temporal arteritis	temporal arteritis		Medium	EFO_1001209	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	giant cell/temporal arteritis	Arteritis		Medium	EFO_0009011	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	polymyalgia rheumatica	polymyalgia rheumatica		Good	EFO_0008518	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	wegners granulmatosis	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	systemic lupus erythematosis/sle	systemic lupus erythematosus		Good	EFO_0002690	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	sjogren's syndrome/sicca syndrome	Sjogren syndrome		Medium	EFO_0000699	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	sjogren's syndrome/sicca syndrome	dry eye syndrome		Medium	EFO_1000906	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	scleroderma/systemic sclerosis	systemic scleroderma		Medium	EFO_0000717	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	scleroderma/systemic sclerosis	limited scleroderma		Medium	EFO_1001017	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	scleroderma/systemic sclerosis	systemic scleroderma		Medium	EFO_0000717	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	scleroderma/systemic sclerosis	limited scleroderma		Medium	EFO_1001017	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	allergy or anaphylactic reaction to food	wheat allergic reaction		Medium	EFO_1001243	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	allergy or anaphylactic reaction to food	nut allergic reaction		Medium	EFO_1001066	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	hayfever/allergic rhinitis	seasonal allergic rhinitis		Medium	EFO_0003956	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	hayfever/allergic rhinitis	non-allergic rhinitis		Medium	EFO_0009364	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	hayfever/allergic rhinitis	seasonal allergic rhinitis		Medium	EFO_0003956	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	hayfever/allergic rhinitis	non-allergic rhinitis		Medium	EFO_0009364	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	pneumonia	pneumonia		Good	EFO_0003106	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	peptic ulcer	Peptic ulcer		Medium	HP_0004398	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	peptic ulcer	peptic ulcer disease		Medium	MONDO_0004247	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	endometriosis	endometriosis		Good	EFO_0001065	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	female infertility	female infertility		Good	EFO_0008560	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	alcohol dependency	alcohol drinking		Medium	EFO_0004329	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	alcohol dependency	alcohol withdrawal		Medium	EFO_0004777	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	ear/vestibular disorder	vestibular disease		Good	EFO_0009691	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	chronic sinusitis	chronic rhinosinusitis		Good	EFO_1000024	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	nasal polyps	Nasal polyposis		Good	HP_0100582	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	otosclerosis	otosclerosis		Good	EFO_0004213	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	meniere's disease	Meniere disease		Good	EFO_0006862	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	cerebral aneurysm	brain aneurysm		Good	EFO_0003870	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	polycystic kidney	Polycystic Kidney Disease		Good	EFO_0008620	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	thyroiditis	thyroid disease		Good	EFO_1000627	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	hypopituitarism	hypopituitarism		Good	EFO_0001380	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	cerebral palsy	cerebral palsy		Good	EFO_1000632	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	optic neuritis	optic neuritis		Good	EFO_0007405	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	headaches (not migraine)	migraine disorder		Good	EFO_0003821	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	myasthenia gravis	Myasthenia gravis		Good	EFO_0004991	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	polycythaemia vera	polycythemia vera		Good	EFO_0002429	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	hiv/aids	HIV-associated nephropathy		Good	EFO_0007313	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	hiv/aids	HIV-associated nephropathy		Good	EFO_0007313	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	tuberculosis (tb)	pulmonary tuberculosis		Medium	EFO_1000049	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	tuberculosis (tb)	multidrug-resistant tuberculosis		Medium	EFO_0007381	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	malaria	malaria		Good	EFO_0001068	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	helicobacter pylori	Helicobacter pylori		Good	NCBITaxon_210	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	anaemia	anemia (disease)		Good	MONDO_0002280	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	eczema/dermatitis	contact dermatitis		Good	EFO_0005319	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	psoriasis	psoriasis		Good	EFO_0000676	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	chronic skin ulcers	chronic ulcer of skin		Good	EFO_0007066	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	malabsorption/coeliac disease	refractory celiac disease		Medium	EFO_0009266	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	malabsorption/coeliac disease	celiac disease		Medium	EFO_0001060	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	duodenal ulcer	duodenal ulcer		Good	EFO_0004607	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	diverticular disease/diverticulitis	diverticular disease		Good	EFO_0009959	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	colitis/not crohns or ulcerative colitis	ulcerative colitis		Medium	EFO_0000729	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	colitis/not crohns or ulcerative colitis	Dysplasia in Ulcerative Colitis		Medium	EFO_1000226	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	rectal or colon adenoma/polyps	Rectal Tubular Adenoma		Good	EFO_1000504	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	inflammatory bowel disease	inflammatory bowel disease		Good	EFO_0003767	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	crohns disease	Crohn's disease		Good	EFO_0000384	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	ulcerative colitis	ulcerative colitis		Good	EFO_0000729	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	rheumatoid arthritis	rheumatoid arthritis		Good	EFO_0000685	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	osteoarthritis	osteoarthritis		Good	EFO_0002506	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	gout	gout		Good	EFO_0004274	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	post-traumatic stress disorder	post-traumatic stress disorder		Good	EFO_0001358	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	anorexia/bulimia/other eating disorder	eating disorder		Medium	EFO_0005203	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	anorexia/bulimia/other eating disorder	binge eating		Medium	EFO_0005924	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	atrial fibrillation	atrial fibrillation		Good	EFO_0000275	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	high cholesterol	NHDL cholesterol		Medium	EFO_0005688	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	high cholesterol	LDL cholesterol		Medium	EFO_0004195	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	sciatica	Sciatica		Good	HP_0011868	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	psoriatic arthropathy	psoriatic arthritis		Good	EFO_0003778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	rheumatic fever	rheumatic fever		Good	EFO_1001160	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	chronic fatigue syndrome	chronic fatigue syndrome		Good	EFO_0004540	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	irregular heart beat	Palpitations		Medium	HP_0001962	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	irregular heart beat	Irregular dentition		Medium	HP_0040079	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	brain haemorrhage	intracranial hemorrhage		Good	EFO_0000551	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	varicose veins	Varicose veins		Good	HP_0002619	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	lymphoedema	OBSOLETE: Lymphedema		Good	Orphanet_79383	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	appendicitis	appendicitis		Good	EFO_0007149	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	gastroenteritis/dysentry	gastroenteritis		Medium	EFO_1001463	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	gastroenteritis/dysentry	Salmonella gastroenteritis		Medium	EFO_0007475	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	gastroenteritis/dysentry	gastroenteritis		Medium	EFO_1001463	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	gastroenteritis/dysentry	Salmonella gastroenteritis		Medium	EFO_0007475	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	dyspepsia / indigestion	dyspepsia		Good	EFO_0008533	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	abdominal hernia	ventral hernia		Good	EFO_1001866	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	inguinal hernia	Inguinal hernia		Good	HP_0000023	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	cystitis	cystitis		Good	EFO_1000025	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	bph / benign prostatic hypertrophy	benign prostatic hyperplasia		Good	EFO_0000284	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	prostatitis	prostatitis		Good	EFO_0003830	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	erectile dysfunction / impotence	erectile dysfunction		Good	EFO_0004234	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	grave's disease	Graves disease		Good	EFO_0004237	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	trigemminal neuralgia	neuralgia		Good	EFO_0009430	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	benign / essential tremor	essential tremor		Good	EFO_0003108	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	polio / poliomyelitis	poliomyelitis		Medium	EFO_0007450	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	polio / poliomyelitis	bulbar polio		Medium	EFO_0007186	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	dry eyes	xerostomia		Good	EFO_0009869	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	iritis	iritis		Good	EFO_1000997	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	post-natal depression	postpartum depression		Good	EFO_0007453	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	disc degeneration	lumbar disc degeneration		Good	EFO_0004994	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	scoliosis	scoliosis		Good	EFO_0004273	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	spinal stenosis	spinal stenosis		Good	EFO_0007490	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	joint pain	Arthralgia		Good	HP_0002829	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	arthritis (nos)	rheumatoid arthritis		Medium	EFO_0000685	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	arthritis (nos)	juvenile idiopathic arthritis		Medium	EFO_0002609	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	plantar fascitis	Plantar Fibromatosis		Good	EFO_1000481	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	carpal tunnel syndrome	carpal tunnel syndrome		Good	EFO_0004143	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	fibromyalgia	fibromyalgia		Good	EFO_0005687	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	dupuytren's contracture	Dupuytren Contracture		Good	EFO_0004229	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	acne/acne vulgaris	acne		Medium	EFO_0003894	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	acne/acne vulgaris	chloracne		Medium	EFO_1001777	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	lichen planus	lichen planus		Good	EFO_1000726	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	lichen sclerosis	lichen disease		Medium	EFO_1000724	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	lichen sclerosis	lichen planus		Medium	EFO_1000726	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	cervical intra-epithelial neoplasia (cin) / precancerous cells cervix	dysplasia of cervix		Good	EFO_1000910	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	menorrhagia (unknown cause)	Menorrhagia		Medium	HP_0000132	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	menorrhagia (unknown cause)	rare cause of hypertension		Medium	MONDO_0019748	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	miscarriage	habitual abortion		Good	EFO_1000954	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	breast fibroadenoma	Fibroadenoma		Good	EFO_1000254	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	raynaud's phenomenon/disease	Raynaud disease		Good	EFO_1001145	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	food intolerance	food allergy		Good	EFO_1001890	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	urticaria	urticaria		Good	EFO_0005531	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	infectious mononucleosis / glandular fever / epstein barr virus (ebv)	Epstein-Barr virus infection		Medium	EFO_0000769	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	infectious mononucleosis / glandular fever / epstein barr virus (ebv)	infectious mononucleosis		Medium	EFO_0007326	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	infectious mononucleosis / glandular fever / epstein barr virus (ebv)	Epstein-Barr virus infection		Medium	EFO_0000769	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	infectious mononucleosis / glandular fever / epstein barr virus (ebv)	infectious mononucleosis		Medium	EFO_0007326	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	measles / morbillivirus	measles		Medium	EFO_1002025	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	measles / morbillivirus	Morbillivirus infectious disease		Medium	EFO_0007377	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	mumps / epidemic parotitis	Mumps virus infectious disease		Medium	EFO_0007383	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	mumps / epidemic parotitis	parotitis		Medium	EFO_0007423	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	rubella / german measles	rubella		Medium	EFO_1002026	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	rubella / german measles	measles		Medium	EFO_1002025	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	chickenpox	chickenpox		Good	EFO_0007204	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	whooping cough / pertussis	whooping cough		Good	EFO_0000650	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	shingles	Herpes Zoster		Good	EFO_0006510	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	herpes simplex	HSV1 seropositivity		Good	EFO_0007050	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	hepatitis a	hepatitis A virus infection		Good	EFO_0007305	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	hepatitis b	hepatitis B virus infection		Good	EFO_0004197	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	hepatitis c	hepatitis C virus infection		Medium	EFO_0003047	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	hepatitis c	hepatitis C induced liver cirrhosis		Medium	EFO_0005129	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	aortic regurgitation / incompetence	aortic valve insufficiency		Good	EFO_0007148	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
