efo.type,efo.value,efo.id
typed-literal,FEV change measurement,http://www.ebi.ac.uk/efo/EFO_0005921
typed-literal,airway responsiveness measurement,http://www.ebi.ac.uk/efo/EFO_0006897
typed-literal,airway wall thickness measurement,http://www.ebi.ac.uk/efo/EFO_0006898
typed-literal,osteoprotegerin measurement,http://www.ebi.ac.uk/efo/EFO_0005918
typed-literal,carotid plaque build,http://www.ebi.ac.uk/efo/EFO_0006501
typed-literal,asymmetrical dimethylarginine measurement,http://www.ebi.ac.uk/efo/EFO_0006522
typed-literal,symmetrical dimethylarginine measurement,http://www.ebi.ac.uk/efo/EFO_0006523
typed-literal,vascular brain injury measurement,http://www.ebi.ac.uk/efo/EFO_0006800
typed-literal,trans fatty acid measurement,http://www.ebi.ac.uk/efo/EFO_0006821
typed-literal,renin–angiotensin–aldosterone system measurement,http://www.ebi.ac.uk/efo/EFO_0006827
typed-literal,cardiovascular event measurement,http://www.ebi.ac.uk/efo/EFO_0006919
typed-literal,BNP measurement,http://www.ebi.ac.uk/efo/EFO_0006920
typed-literal,executive function,http://www.ebi.ac.uk/efo/EFO_0007046
typed-literal,seasonality measurement,http://www.ebi.ac.uk/efo/EFO_0006876
typed-literal,suicide behaviour measurement,http://www.ebi.ac.uk/efo/EFO_0006882
typed-literal,behavioural disinhibition measurement,http://www.ebi.ac.uk/efo/EFO_0006946
typed-literal,depressive symptom measurement,http://www.ebi.ac.uk/efo/EFO_0007006
typed-literal,antisocial behaviour measurement,http://www.ebi.ac.uk/efo/EFO_0007052
typed-literal,pulmonary artery-aorta diameter ratio measurement,http://www.ebi.ac.uk/efo/EFO_0006348
typed-literal,angiographic measurement,http://www.ebi.ac.uk/efo/EFO_0006512
typed-literal,grip strength measurement,http://www.ebi.ac.uk/efo/EFO_0006941
typed-literal,glucose effectiveness measurement,http://www.ebi.ac.uk/efo/EFO_0006833
typed-literal,household air pollution measurement,http://www.ebi.ac.uk/efo/EFO_0006924
typed-literal,family history of lung cancer,http://www.ebi.ac.uk/efo/EFO_0006953
typed-literal,systolic blood pressure,http://www.ebi.ac.uk/efo/EFO_0006335
typed-literal,diastolic blood pressure,http://www.ebi.ac.uk/efo/EFO_0006336
typed-literal,mean arterial pressure,http://www.ebi.ac.uk/efo/EFO_0006340
typed-literal,body height at birth,http://www.ebi.ac.uk/efo/EFO_0006784
typed-literal,infant body height,http://www.ebi.ac.uk/efo/EFO_0006785
typed-literal,acoustic startle blink response measurement,http://www.ebi.ac.uk/efo/EFO_0006875
typed-literal,intraocular pressure change measurement,http://www.ebi.ac.uk/efo/EFO_0006956
typed-literal,alpha wave measurement,http://www.ebi.ac.uk/efo/EFO_0006870
typed-literal,beta wave measurement,http://www.ebi.ac.uk/efo/EFO_0006871
typed-literal,delta wave measurement,http://www.ebi.ac.uk/efo/EFO_0006872
typed-literal,theta wave measurement,http://www.ebi.ac.uk/efo/EFO_0006873
typed-literal,neurofibrillary tangles measurement,http://www.ebi.ac.uk/efo/EFO_0006797
typed-literal,Lewy body measurement,http://www.ebi.ac.uk/efo/EFO_0007021
typed-literal,plasma plasminogen measurement,http://www.ebi.ac.uk/efo/EFO_0006309
typed-literal,transferrin measurement,http://www.ebi.ac.uk/efo/EFO_0006341
typed-literal,angiotensin-converting enzyme measurement,http://www.ebi.ac.uk/efo/EFO_0006515
typed-literal,PCSK9 protein measurement,http://www.ebi.ac.uk/efo/EFO_0006899
typed-literal,ADAMTS13 activity measurement,http://www.ebi.ac.uk/efo/EFO_0006955
typed-literal,luteinizing hormone measurement,http://www.ebi.ac.uk/efo/EFO_0007002
typed-literal,serum iron measurement,http://www.ebi.ac.uk/efo/EFO_0006332
typed-literal,total iron binding capacity,http://www.ebi.ac.uk/efo/EFO_0006334
typed-literal,insulin metabolic clearance rate measurement,http://www.ebi.ac.uk/efo/EFO_0006830
typed-literal,acute insulin response measurement,http://www.ebi.ac.uk/efo/EFO_0006831
typed-literal,disposition index measurement,http://www.ebi.ac.uk/efo/EFO_0006832
typed-literal,dehydroepiandrosterone sulphate measurement,http://www.ebi.ac.uk/efo/EFO_0007001
typed-literal,prolactin measurement,http://www.ebi.ac.uk/efo/EFO_0007003
typed-literal,progesterone measurement,http://www.ebi.ac.uk/efo/EFO_0007004
typed-literal,free androgen index,http://www.ebi.ac.uk/efo/EFO_0007005
typed-literal,HIV viral set point measurement,http://www.ebi.ac.uk/efo/EFO_0006319
typed-literal,virologic response measurement,http://www.ebi.ac.uk/efo/EFO_0006906
typed-literal,Chlamydia pneumoniae seropositivity,http://www.ebi.ac.uk/efo/EFO_0007035
typed-literal,herpes virus seropositivity,http://www.ebi.ac.uk/efo/EFO_0007036
typed-literal,cytomegalovirus seropositivity,http://www.ebi.ac.uk/efo/EFO_0007037
typed-literal,human herpesvirus 8 seropositivity,http://www.ebi.ac.uk/efo/EFO_0007039
typed-literal,Influenza A seropositivity,http://www.ebi.ac.uk/efo/EFO_0007038
typed-literal,Toxoplasma gondii seropositivity,http://www.ebi.ac.uk/efo/EFO_0007047
typed-literal,human herpesvirus 6 seropositivity,http://www.ebi.ac.uk/efo/EFO_0007048
typed-literal,gliadin seropositivity,http://www.ebi.ac.uk/efo/EFO_0007049
typed-literal,HSV1 seropositivity,http://www.ebi.ac.uk/efo/EFO_0007050
typed-literal,AR-C124910XX measurement,http://www.ebi.ac.uk/efo/EFO_0007020
typed-literal,GFR change measurement,http://www.ebi.ac.uk/efo/EFO_0006829
typed-literal,hepatic lipid content measurement,http://www.ebi.ac.uk/efo/EFO_0006506
typed-literal,antinuclear antibody measurement,http://www.ebi.ac.uk/efo/EFO_0005949
typed-literal,IgG index,http://www.ebi.ac.uk/efo/EFO_0006929
typed-literal,lipoprotein A measurement,http://www.ebi.ac.uk/efo/EFO_0006925
typed-literal,L-arginine measurement,http://www.ebi.ac.uk/efo/EFO_0006524
typed-literal,interferon alpha measurement,http://www.ebi.ac.uk/efo/EFO_0006517
typed-literal,left inferior lateral ventricle volume measurement,http://www.ebi.ac.uk/efo/EFO_0006793
typed-literal,neuritic plaque measurement,http://www.ebi.ac.uk/efo/EFO_0006798
typed-literal,angiopoietin-2 measurement,http://www.ebi.ac.uk/efo/EFO_0006901
typed-literal,angiopoietin-2 receptor measurement,http://www.ebi.ac.uk/efo/EFO_0006902
typed-literal,hepatocyte growth factor measurement,http://www.ebi.ac.uk/efo/EFO_0006903
typed-literal,sum of skinfolds,http://www.ebi.ac.uk/efo/EFO_0006266
typed-literal,lateral ventricle volume measurement,http://www.ebi.ac.uk/efo/EFO_0008487
typed-literal,nucleus accumbens volume,http://www.ebi.ac.uk/efo/EFO_0006931
typed-literal,putamen volume,http://www.ebi.ac.uk/efo/EFO_0006932
typed-literal,pallidum volume,http://www.ebi.ac.uk/efo/EFO_0006933
typed-literal,amygdala volume,http://www.ebi.ac.uk/efo/EFO_0006934
typed-literal,thalamus volume,http://www.ebi.ac.uk/efo/EFO_0006935
typed-literal,optic disc area measurement,http://www.ebi.ac.uk/efo/EFO_0006937
typed-literal,optic rim area measurement,http://www.ebi.ac.uk/efo/EFO_0006938
typed-literal,cup-to-disc ratio measurement,http://www.ebi.ac.uk/efo/EFO_0006939
typed-literal,optic cup area measurement,http://www.ebi.ac.uk/efo/EFO_0006940
typed-literal,calcium intake measurement,http://www.ebi.ac.uk/efo/EFO_0006521
typed-literal,very long-chain saturated fatty acid measurement,http://www.ebi.ac.uk/efo/EFO_0006796
typed-literal,docosapentaenoic acid measurement,http://www.ebi.ac.uk/efo/EFO_0006809
typed-literal,oleic acid measurement,http://www.ebi.ac.uk/efo/EFO_0006810
typed-literal,linolenic acid measurement,http://www.ebi.ac.uk/efo/EFO_0006811
typed-literal,3-hydroxypropylmercapturic acid measurement,http://www.ebi.ac.uk/efo/EFO_0007014
typed-literal,3-hydroxy-1-methylpropylmercapturic acid measurement,http://www.ebi.ac.uk/efo/EFO_0007015
typed-literal,response to losartan,http://www.ebi.ac.uk/efo/EFO_0006518
typed-literal,superior frontal gyrus grey matter volume measurement,http://www.ebi.ac.uk/efo/EFO_0006516
typed-literal,response to sertraline,http://www.ebi.ac.uk/efo/EFO_0006327
typed-literal,response to citalopram,http://www.ebi.ac.uk/efo/EFO_0006329
typed-literal,carbon monoxide exhalation measurement,http://www.ebi.ac.uk/efo/EFO_0006520
typed-literal,cigarettes per day measurement,http://www.ebi.ac.uk/efo/EFO_0006525
typed-literal,pack-years measurement,http://www.ebi.ac.uk/efo/EFO_0006526
typed-literal,smoking status measurement,http://www.ebi.ac.uk/efo/EFO_0006527
typed-literal,linoleic acid measurement,http://www.ebi.ac.uk/efo/EFO_0006807
typed-literal,arachidonic acid measurement,http://www.ebi.ac.uk/efo/EFO_0006808
typed-literal,parental genotype effect measurement,http://www.ebi.ac.uk/efo/EFO_0005939
typed-literal,cumulative dose response to bevacizumab,http://www.ebi.ac.uk/efo/EFO_0005944
typed-literal,antidepressant-induced dizziness,http://www.ebi.ac.uk/efo/EFO_0006321
typed-literal,antidepressant-induced sexual dysfunction,http://www.ebi.ac.uk/efo/EFO_0006322
typed-literal,antidepressant-induced visual impairment,http://www.ebi.ac.uk/efo/EFO_0006323
typed-literal,antidepressant-induced hearing impairment,http://www.ebi.ac.uk/efo/EFO_0006324
typed-literal,response to venlafaxine,http://www.ebi.ac.uk/efo/EFO_0006328
typed-literal,response to bupropion,http://www.ebi.ac.uk/efo/EFO_0006326
typed-literal,transferrin saturation measurement,http://www.ebi.ac.uk/efo/EFO_0006333
typed-literal,cups of coffee per day measurement,http://www.ebi.ac.uk/efo/EFO_0006782
typed-literal,coffee consumption measurement,http://www.ebi.ac.uk/efo/EFO_0006781
typed-literal,bitter beverage consumption measurement,http://www.ebi.ac.uk/efo/EFO_0010089
typed-literal,Lewy body dementia measurement,http://www.ebi.ac.uk/efo/EFO_0006799
typed-literal,trans-16:1n-7 fatty acid measurement,http://www.ebi.ac.uk/efo/EFO_0006822
typed-literal,total trans-18:1 fatty acid measurement,http://www.ebi.ac.uk/efo/EFO_0006823
typed-literal,cis/trans-18:2 fatty acid measurement,http://www.ebi.ac.uk/efo/EFO_0006824
typed-literal,trans/cis-18:2 fatty acid measurement,http://www.ebi.ac.uk/efo/EFO_0006825
typed-literal,trans/trans-18:2 fatty acid measurement,http://www.ebi.ac.uk/efo/EFO_0006826
typed-literal,plasma renin activity measurement,http://www.ebi.ac.uk/efo/EFO_0006828
typed-literal,skin conductance level,http://www.ebi.ac.uk/efo/EFO_0006867
typed-literal,skin conductance response amplitude,http://www.ebi.ac.uk/efo/EFO_0006868
typed-literal,skin conductance response frequency,http://www.ebi.ac.uk/efo/EFO_0006869
typed-literal,alpha peak frequency measurement,http://www.ebi.ac.uk/efo/EFO_0006883
typed-literal,systolic blood pressure change measurement,http://www.ebi.ac.uk/efo/EFO_0006944
typed-literal,diastolic blood pressure change measurement,http://www.ebi.ac.uk/efo/EFO_0006945
typed-literal,red wine liking measurement,http://www.ebi.ac.uk/efo/EFO_0006947
typed-literal,white wine liking measurement,http://www.ebi.ac.uk/efo/EFO_0006948
typed-literal,SSRI use measurement,http://www.ebi.ac.uk/efo/EFO_0007011
typed-literal,NSAID use measurement,http://www.ebi.ac.uk/efo/EFO_0007012
typed-literal,aspirin use measurement,http://www.ebi.ac.uk/efo/EFO_0007013
typed-literal,YEPD,http://www.ebi.ac.uk/efo/EFO_0007025
typed-literal,YEPG,http://www.ebi.ac.uk/efo/EFO_0007026
typed-literal,SD,http://www.ebi.ac.uk/efo/EFO_0007027
typed-literal,SC,http://www.ebi.ac.uk/efo/EFO_0007029
typed-literal,SCIM,http://www.ebi.ac.uk/efo/EFO_0007030
typed-literal,SL,http://www.ebi.ac.uk/efo/EFO_0007031
typed-literal,F1,http://www.ebi.ac.uk/efo/EFO_0007032
typed-literal,SPO,http://www.ebi.ac.uk/efo/EFO_0007033
typed-literal,SD minus nitrogen,http://www.ebi.ac.uk/efo/EFO_0007028
typed-literal,blood lead measurement,http://www.ebi.ac.uk/efo/EFO_0007040
typed-literal,response to allogeneic hematopoietic stem cell transplant,http://www.ebi.ac.uk/efo/EFO_0007044
typed-literal,ulcer of lower limb,http://www.ebi.ac.uk/efo/EFO_0007068
typed-literal,beverage consumption measurement,http://www.ebi.ac.uk/efo/EFO_0010088
typed-literal,renal tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007463
typed-literal,Ritter's disease,http://www.ebi.ac.uk/efo/EFO_0007473
typed-literal,mandibular cancer,http://www.ebi.ac.uk/efo/EFO_0007356
typed-literal,bronchopneumonia,http://www.ebi.ac.uk/efo/EFO_0007184
typed-literal,contagious pleuropneumonia,http://www.ebi.ac.uk/efo/EFO_0007221
typed-literal,enzootic pneumonia of calves,http://www.ebi.ac.uk/efo/EFO_0007256
typed-literal,lipid pneumonia,http://www.ebi.ac.uk/efo/EFO_0007345
typed-literal,"Pneumonia, Aspiration",http://www.ebi.ac.uk/efo/EFO_1001399
typed-literal,Mycoplasma pneumoniae pneumonia,http://www.ebi.ac.uk/efo/EFO_0007387
typed-literal,recurrent pneumonia,http://www.ebi.ac.uk/efo/EFO_0007461
typed-literal,rickettsial pneumonia,http://www.ebi.ac.uk/efo/EFO_0007472
typed-literal,staphylococcal pneumonia,http://www.ebi.ac.uk/efo/EFO_0007496
typed-literal,blackwater fever,http://www.ebi.ac.uk/efo/EFO_0007172
typed-literal,peritonsillar abscess,http://www.ebi.ac.uk/efo/EFO_0007429
typed-literal,acute chest syndrome,http://www.ebi.ac.uk/efo/EFO_0007129
typed-literal,hantavirus pulmonary syndrome,http://www.ebi.ac.uk/efo/EFO_0007296
typed-literal,middle lobe syndrome,http://www.ebi.ac.uk/efo/EFO_0007367
typed-literal,lipoatrophic diabetes,http://www.ebi.ac.uk/efo/EFO_0007346
typed-literal,cannabis dependence,http://www.ebi.ac.uk/efo/EFO_0007191
typed-literal,phencyclidine abuse,http://www.ebi.ac.uk/efo/EFO_0007436
typed-literal,epilepsy with generalized tonic-clonic seizures,http://www.ebi.ac.uk/efo/EFO_0007262
typed-literal,composite lymphoma,http://www.ebi.ac.uk/efo/EFO_0007215
typed-literal,central nervous system AIDS arteritis,http://www.ebi.ac.uk/efo/EFO_0007198
typed-literal,dipetalonemiasis,http://www.ebi.ac.uk/efo/EFO_0007237
typed-literal,dirofilariasis,http://www.ebi.ac.uk/efo/EFO_0007239
typed-literal,paronychia,http://www.ebi.ac.uk/efo/EFO_0007421
typed-literal,setariasis,http://www.ebi.ac.uk/efo/EFO_0007482
typed-literal,carbamoyl phosphate synthetase I deficiency disease,http://www.ebi.ac.uk/efo/EFO_0007193
typed-literal,follicular dendritic cell sarcoma,http://www.ebi.ac.uk/efo/EFO_0007276
typed-literal,interdigitating dendritic cell sarcoma,http://www.ebi.ac.uk/efo/EFO_0007329
typed-literal,Langerhans cell sarcoma,http://www.ebi.ac.uk/efo/EFO_0007336
typed-literal,acute hemorrhagic conjunctivitis,http://www.ebi.ac.uk/efo/EFO_0007131
typed-literal,aleutian mink disease,http://www.ebi.ac.uk/efo/EFO_0007139
typed-literal,Alphavirus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007142
typed-literal,Arenavirus hemorrhagic fever,http://www.ebi.ac.uk/efo/EFO_0007151
typed-literal,Arterivirus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007152
typed-literal,Nidovirales infectious disease,http://www.ebi.ac.uk/efo/EFO_0007396
typed-literal,Astroviridae infectious disease,http://www.ebi.ac.uk/efo/EFO_0007158
typed-literal,Avulavirus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007161
typed-literal,Caliciviridae infectious disease,http://www.ebi.ac.uk/efo/EFO_0007189
typed-literal,Cardiovirus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007194
typed-literal,Colorado tick fever,http://www.ebi.ac.uk/efo/EFO_0007213
typed-literal,congenital rubella,http://www.ebi.ac.uk/efo/EFO_0007218
typed-literal,contagious pustular dermatitis,http://www.ebi.ac.uk/efo/EFO_0007222
typed-literal,cowpox,http://www.ebi.ac.uk/efo/EFO_0007225
typed-literal,epidemic pleurodynia,http://www.ebi.ac.uk/efo/EFO_0007259
typed-literal,equine infectious anemia,http://www.ebi.ac.uk/efo/EFO_0007263
typed-literal,focal epithelial hyperplasia,http://www.ebi.ac.uk/efo/EFO_0007275
typed-literal,Henipavirus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007300
typed-literal,herpangina,http://www.ebi.ac.uk/efo/EFO_0007306
typed-literal,HIV-associated nephropathy,http://www.ebi.ac.uk/efo/EFO_0007313
typed-literal,Lassa fever,http://www.ebi.ac.uk/efo/EFO_0007338
typed-literal,lumpy skin disease,http://www.ebi.ac.uk/efo/EFO_0007349
typed-literal,Marburg hemorrhagic fever,http://www.ebi.ac.uk/efo/EFO_0007358
typed-literal,milker's nodule,http://www.ebi.ac.uk/efo/EFO_0007370
typed-literal,molluscum contagiosum,http://www.ebi.ac.uk/efo/EFO_0007375
typed-literal,Mumps virus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007383
typed-literal,Newcastle disease,http://www.ebi.ac.uk/efo/EFO_0007395
typed-literal,peste des petits ruminants infectious disease,http://www.ebi.ac.uk/efo/EFO_0007431
typed-literal,Pestivirus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007432
typed-literal,Phlebotomus fever,http://www.ebi.ac.uk/efo/EFO_0007437
typed-literal,Polyomavirus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007451
typed-literal,pseudorabies,http://www.ebi.ac.uk/efo/EFO_0007457
typed-literal,Respirovirus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007465
typed-literal,Rhabdoviridae infectious disease,http://www.ebi.ac.uk/efo/EFO_0007469
typed-literal,Roseolovirus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007474
typed-literal,St. Louis encephalitis,http://www.ebi.ac.uk/efo/EFO_0007495
typed-literal,adenosarcoma,http://www.ebi.ac.uk/efo/EFO_0007134
typed-literal,mixed cell type cancer,http://www.ebi.ac.uk/efo/EFO_0007373
typed-literal,blind loop syndrome,http://www.ebi.ac.uk/efo/EFO_0007175
typed-literal,dicrocoeliasis,http://www.ebi.ac.uk/efo/EFO_0007234
typed-literal,hymenolepiasis,http://www.ebi.ac.uk/efo/EFO_0007317
typed-literal,endodermal sinus tumor,http://www.ebi.ac.uk/efo/EFO_0007252
typed-literal,scirrhous adenocarcinoma,http://www.ebi.ac.uk/efo/EFO_0007478
typed-literal,clonorchiasis,http://www.ebi.ac.uk/efo/EFO_0007210
typed-literal,fascioloidiasis,http://www.ebi.ac.uk/efo/EFO_0007268
typed-literal,hepatic tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007302
typed-literal,bird fancier's lung,http://www.ebi.ac.uk/efo/EFO_0007170
typed-literal,egg allergy,http://www.ebi.ac.uk/efo/EFO_0007248
typed-literal,mushroom workers' lung,http://www.ebi.ac.uk/efo/EFO_0007385
typed-literal,sick building syndrome,http://www.ebi.ac.uk/efo/EFO_0007484
typed-literal,diffuse idiopathic skeletal hyperostosis,http://www.ebi.ac.uk/efo/EFO_0007236
typed-literal,osteitis fibrosa,http://www.ebi.ac.uk/efo/EFO_0007413
typed-literal,skeletal tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007487
typed-literal,spondylolisthesis,http://www.ebi.ac.uk/efo/EFO_0007493
typed-literal,akinetic mutism,http://www.ebi.ac.uk/efo/EFO_0007138
typed-literal,Reye syndrome,http://www.ebi.ac.uk/efo/EFO_0007467
typed-literal,scarlet fever,http://www.ebi.ac.uk/efo/EFO_0007477
typed-literal,Felty's syndrome,http://www.ebi.ac.uk/efo/EFO_0007269
typed-literal,ethmoid sinusitis,http://www.ebi.ac.uk/efo/EFO_0007264
typed-literal,sphenoid sinusitis,http://www.ebi.ac.uk/efo/EFO_0007489
typed-literal,pericardial tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007426
typed-literal,post-thrombotic syndrome,http://www.ebi.ac.uk/efo/EFO_0007452
typed-literal,gas gangrene,http://www.ebi.ac.uk/efo/EFO_0007279
typed-literal,Salmonella gastroenteritis,http://www.ebi.ac.uk/efo/EFO_0007475
typed-literal,Kluver-Bucy syndrome,http://www.ebi.ac.uk/efo/EFO_0007335
typed-literal,echinostomiasis,http://www.ebi.ac.uk/efo/EFO_0007246
typed-literal,gnathomiasis,http://www.ebi.ac.uk/efo/EFO_0007289
typed-literal,opisthorchiasis,http://www.ebi.ac.uk/efo/EFO_0007404
typed-literal,paragonimiasis,http://www.ebi.ac.uk/efo/EFO_0007418
typed-literal,periodic limb movement disorder,http://www.ebi.ac.uk/efo/EFO_0007428
typed-literal,geotrichosis,http://www.ebi.ac.uk/efo/EFO_0007284
typed-literal,idiopathic CD4-positive T-lymphocytopenia,http://www.ebi.ac.uk/efo/EFO_0007322
typed-literal,multiple chemical sensitivity,http://www.ebi.ac.uk/efo/EFO_0007382
typed-literal,bovine respiratory disease complex,http://www.ebi.ac.uk/efo/EFO_0007180
typed-literal,epiglottitis,http://www.ebi.ac.uk/efo/EFO_0007261
typed-literal,Ciliophora infectious disease,http://www.ebi.ac.uk/efo/EFO_0007209
typed-literal,black piedra,http://www.ebi.ac.uk/efo/EFO_0007171
typed-literal,chromoblastomycosis,http://www.ebi.ac.uk/efo/EFO_0007207
typed-literal,coxsackievirus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007226
typed-literal,echovirus infectious disease,http://www.ebi.ac.uk/efo/EFO_0007247
typed-literal,encephalitozoonosis,http://www.ebi.ac.uk/efo/EFO_0007250
typed-literal,nocardiosis,http://www.ebi.ac.uk/efo/EFO_0007397
typed-literal,paracoccidioidomycosis,http://www.ebi.ac.uk/efo/EFO_0007417
typed-literal,pityriasis versicolor,http://www.ebi.ac.uk/efo/EFO_0007439
typed-literal,staphyloenterotoxemia,http://www.ebi.ac.uk/efo/EFO_0007497
typed-literal,ocular onchocerciasis,http://www.ebi.ac.uk/efo/EFO_0007398
typed-literal,lymphangitis,http://www.ebi.ac.uk/efo/EFO_0007351
typed-literal,myelophthisic anemia,http://www.ebi.ac.uk/efo/EFO_0007388
typed-literal,neuroschistosomiasis,http://www.ebi.ac.uk/efo/EFO_0007394
typed-literal,inclusion conjunctivitis,http://www.ebi.ac.uk/efo/EFO_0007324
typed-literal,Ebstein anomaly,http://www.ebi.ac.uk/efo/EFO_0007244
typed-literal,ancylostomiasis,http://www.ebi.ac.uk/efo/EFO_0007145
typed-literal,ascariasis,http://www.ebi.ac.uk/efo/EFO_0007154
typed-literal,ascaridiasis,http://www.ebi.ac.uk/efo/EFO_0007155
typed-literal,babesiosis,http://www.ebi.ac.uk/efo/EFO_0007162
typed-literal,cyclosporiasis,http://www.ebi.ac.uk/efo/EFO_0007230
typed-literal,cystoisosporiasis,http://www.ebi.ac.uk/efo/EFO_0007232
typed-literal,trichostrongyloidiasis,http://www.ebi.ac.uk/efo/EFO_0007522
typed-literal,diphyllobothriasis,http://www.ebi.ac.uk/efo/EFO_0007238
typed-literal,dracunculiasis,http://www.ebi.ac.uk/efo/EFO_0007241
typed-literal,microsporidiosis,http://www.ebi.ac.uk/efo/EFO_0007366
typed-literal,enterobiasis,http://www.ebi.ac.uk/efo/EFO_0007254
typed-literal,haemonchiasis,http://www.ebi.ac.uk/efo/EFO_0007293
typed-literal,hypodermyiasis,http://www.ebi.ac.uk/efo/EFO_0007320
typed-literal,myiasis,http://www.ebi.ac.uk/efo/EFO_0007389
typed-literal,oesophagostomiasis,http://www.ebi.ac.uk/efo/EFO_0007400
typed-literal,ostertagiasis,http://www.ebi.ac.uk/efo/EFO_0007414
typed-literal,Rhabditida infectious disease,http://www.ebi.ac.uk/efo/EFO_0007468
typed-literal,rhinosporidiosis,http://www.ebi.ac.uk/efo/EFO_0007471
typed-literal,sarcocystosis,http://www.ebi.ac.uk/efo/EFO_0007476
typed-literal,screw worm infectious disease,http://www.ebi.ac.uk/efo/EFO_0007479
typed-literal,sparganosis,http://www.ebi.ac.uk/efo/EFO_0007488
typed-literal,emphysematous cholecystitis,http://www.ebi.ac.uk/efo/EFO_0007249
typed-literal,Blastocystis hominis infectious disease,http://www.ebi.ac.uk/efo/EFO_0007173
typed-literal,neuroaspergillosis,http://www.ebi.ac.uk/efo/EFO_0007393
typed-literal,actinobacillosis,http://www.ebi.ac.uk/efo/EFO_0007127
typed-literal,balantidiasis,http://www.ebi.ac.uk/efo/EFO_0007163
typed-literal,primary Bartonellaceae infectious disease,http://www.ebi.ac.uk/efo/EFO_1001125
typed-literal,glanders,http://www.ebi.ac.uk/efo/EFO_0007286
typed-literal,lymphogranuloma venereum,http://www.ebi.ac.uk/efo/EFO_0007353
typed-literal,ornithosis,http://www.ebi.ac.uk/efo/EFO_0007410
typed-literal,paratyphoid fever,http://www.ebi.ac.uk/efo/EFO_0007420
typed-literal,pneumonic pasteurellosis,http://www.ebi.ac.uk/efo/EFO_0007449
typed-literal,congenital syphilis,http://www.ebi.ac.uk/efo/EFO_0007219
typed-literal,latent syphilis,http://www.ebi.ac.uk/efo/EFO_0007340
typed-literal,Barre-Lieou syndrome,http://www.ebi.ac.uk/efo/EFO_0007165
typed-literal,bulbar polio,http://www.ebi.ac.uk/efo/EFO_0007186
typed-literal,Gerstmann syndrome,http://www.ebi.ac.uk/efo/EFO_0007285
typed-literal,meningoencephalitis,http://www.ebi.ac.uk/efo/EFO_0007364
typed-literal,mesoblastic nephroma,http://www.ebi.ac.uk/efo/EFO_0007365
typed-literal,femoral cancer,http://www.ebi.ac.uk/efo/EFO_0007270
typed-literal,orbital cancer,http://www.ebi.ac.uk/efo/EFO_0007408
typed-literal,ossifying fibroma,http://www.ebi.ac.uk/efo/EFO_0007412
typed-literal,endocrine tuberculosis,http://www.ebi.ac.uk/efo/EFO_1000917
typed-literal,Miller Fisher syndrome,http://www.ebi.ac.uk/efo/EFO_0007371
typed-literal,cecal benign neoplasm,http://www.ebi.ac.uk/efo/EFO_0007197
typed-literal,NC-NC,http://www.ebi.ac.uk/efo/EFO_0007115
typed-literal,Sasang constitutional medicine type,http://www.ebi.ac.uk/efo/EFO_0007119
typed-literal,gastrointestinal tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007280
typed-literal,laryngeal tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007337
typed-literal,lymph node tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007350
typed-literal,miliary tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007368
typed-literal,urogenital tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007531
typed-literal,pleural tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007446
typed-literal,splenic tuberculosis,http://www.ebi.ac.uk/efo/EFO_0007492
typed-literal,HUES63,http://www.ebi.ac.uk/efo/EFO_0007088
typed-literal,HUES64,http://www.ebi.ac.uk/efo/EFO_0007089
typed-literal,HUES65,http://www.ebi.ac.uk/efo/EFO_0007091
typed-literal,HUES66,http://www.ebi.ac.uk/efo/EFO_0007092
typed-literal,HUES8,http://www.ebi.ac.uk/efo/EFO_0007093
typed-literal,HUES9,http://www.ebi.ac.uk/efo/EFO_0007094
typed-literal,ML-DmD23,http://www.ebi.ac.uk/efo/EFO_0007113
typed-literal,ML-DmD23-c4,http://www.ebi.ac.uk/efo/EFO_0007114
typed-literal,UCSF4,http://www.ebi.ac.uk/efo/EFO_0007116
typed-literal,HUES64-derived CD184+,http://www.ebi.ac.uk/efo/EFO_0007090
typed-literal,iPS DF 19.7,http://www.ebi.ac.uk/efo/EFO_0007095
typed-literal,iPS DF 19.11,http://www.ebi.ac.uk/efo/EFO_0007096
typed-literal,iPS DF 4.7,http://www.ebi.ac.uk/efo/EFO_0007097
